company,prefer,location,url,tool
비바리퍼블리카(토스),"[이력서는 이렇게 작성하시는 걸 추천해요]
• 업무 협업을 위한 원활한 커뮤니케이션 능력과 우선순위에 따라 효율적으로 업무 수행해 본 경험을 작성해주시면 좋아요.
• 데이터 분석을 통해 개선 방향과 요건을 정의하고 주도적으로 전략 기획 및 실행을 해본 경험을 구체적으로 기술해주세요.",서울.한국,https://www.wanted.co.kr/wd/181615,"SQL
Data Analysis
Tableau
데이터 분석"
온잇코리아,"- 정량적 관리 지표(KSQI, CCM, NPS) 기획 및 운영 경험이 있으신 분
- 정성적, 정량적인 근거를 조화롭게 연계하여 사고하시는 분
- 데이터 시각화 능력을 보유하신 분
- Account manager, 서비스운영 유관경력 1년 이상",서울.한국,https://www.wanted.co.kr/wd/181464,
두잇 (Doeat),"SQL, R, Python 등의 주요 통계 툴 들을 잘 다룰 수 있는 분을 우대합니다.",서울.한국,https://www.wanted.co.kr/wd/181406,"SQL
엑셀 모델"
컬리,"우대 사항
Tableau와 같은 BI 툴을 사용한 데이터 시각화 경험이 있으신 분
Git을 통한 코드 관리에 익숙하고 Airflow를 활용하여 Data Warehouse 구축 경험이 있으신 분
커머스, 물류 또는 로그 분석 프로젝트의 경험이 있으신 분
컴퓨터 공학, 통계학, 산업공학 등 관련 학위 보유하신 분",서울.한국,https://www.wanted.co.kr/wd/180945,"Git
Python
R
SQL
BI
DWDM"
포티투닷(42dot),"• Automotive 등 제조업 기반의 개발 구매업무 유 경험자
• Tableau 등 data 를 기반으로 한 관리 및 의사결정 프로세스 유 경험자
• 모빌리티 산업 전반에 대한 관심 및 이해도를 보유한 분",서울.한국,https://www.wanted.co.kr/wd/180776,"구매
구매 프로세스
구매 계약"
콴텍투자일임,"• 금융투자상품 판매 서비스 기획 경험이 있으신 분

• 기존 금융회사 서비스, 상품의 장점과 한계에 대한 본인만의 통찰력을 보유하신 분

• 아이디어를 구현하는 과정에서 발생하는 장애물을 극복할 수 있는 추진력과 집요함을 보유한 분

• 논리적 사고 및 직무 간 커뮤니케이션 스킬이 좋으신 분",서울.한국,https://www.wanted.co.kr/wd/180654,
한독모터스(BMW),"• 경영학/경제학 전공자
• 재무관련 자격증 소지자 (CFA, CPA, AICPA 등)
• 영어 능통자 (영어회화, 번역, 작문 자유자재 가능)
• 기획서 등 문서 능력이 탁월한 자",서울.한국,https://www.wanted.co.kr/wd/180596,CPA
베이글코드(Bagelcode),"* 이런 분을 우대합니다.
- 데이터 분석 외 다른 직군(기획, 마케팅, 등등)에서 근무 경력이 있으신 분
- 통계 혹은 수학 관련 학위가 있으신 분
- 모바일 비즈니스 지표 (Retention, ROAS, LTV 등)에 대한 이해가 높으신 분
- AI 혹은 ML 에 경험이 있으신 분
- 게임 장르 기반으로 데이터 수집 Architecture 수립 및 분석 경험이 있으신 분",서울.한국,https://www.wanted.co.kr/wd/180345,
알엑스씨(RXC),"•  경력 2년 이상
•  플랫폼 사업에서 전시 및 편성 관리 경력 우대
•  신규 사업, 서비스 오픈 준비 및 운영과 관련한 경험이 있는 분
•  IT, e-commerce, 디지털마케팅, 유통업계에 대한 높은 이해도가 있는 분",서울.한국,https://www.wanted.co.kr/wd/180330,데이터 분석
우아한형제들(배달의민족),"[우대사항]
- E-commerce, O2O, 유통 업계에 대한 경험 혹은 높은 이해도를 갖춘 분
- 다양한 부서와 협업하며, 이해와 존중을 바탕으로 한 유연한 커뮤니케이션에 능숙한 분
- 사업 목표 달성을 위한 과제 수행을 위해 여러 부서 간의 조율을 통해 Project Management 관련 경험을 보유한 분
- Data 분석 툴에 대한 각종 자격증이 있는 분",서울.한국,https://www.wanted.co.kr/wd/180221,
피클플러스,"• 분석적이고 디테일에 강하며, 비즈니스 감각이 있는 분
• 분석 결과를 타 팀이 이해하기 쉽도록 다양한 도구를 사용하여 시각화하는 능력이 있는 분
• 모르는 문제라도 빠르게 배우고 해결해 낼 수 있는 분
• Product Analysis, Business Analysis를 통해 제품의 기능, 전략 등에서 임팩트를 만든 경험이 있는 분
• 비즈니스 임팩트를 극대화 하기 위해 직접 문제를 진단하고 해결한 경험이 있는 분
• 서비스 핵심 지표를 설정하고, 지표 성장을 위해 다양한 가설을 세우고 실험하여 서비스를 직접 개선해본 경험이 있는 분",서울.한국,https://www.wanted.co.kr/wd/179973,
머스트잇,"• 고객 관점에서 서비스 편의 향상을 위한 가설을 세우고, 테스트하여 직접 개선해 본 경험이 있으신 분
• Funnel, Cohort, Lifetime Value 등 서비스 Data 분석 방법론에 높은 이해도와 관심을 보유하신 분
• GA4, Appsflyer, Amplitude 등 3rd party tool을 사용하거나 세팅한 경험이 있는 분
• App 기반 E-commerce 플랫폼에서 Data 수집 및 분석 경험이 있으신 분
• DW 시스템 및 ETL 프로세스 구현 관련 이해도 및 경험이 있으신 분",서울.한국,https://www.wanted.co.kr/wd/179747,"Confluence
JIRA
Excel
Google Analytics
Amplitude"
디플에이치알,"• 제품 기획부터 운영까지 제품 전체 라이프 사이클을 리딩해보신 분
• 정량적, 정석적 데이터에 기반하여 제품의 문제를 파악하고, 지표를 개선한 경험이 있으신 분
• 개발자 / 디자이너 출신 PO/PM
• 채용(HR) 시장에 관심과 이해도가 높으신 분
• JIRA에 관련된 경력 or 능력을 보유하신 분
• 서울 거주자",서울.한국,https://www.wanted.co.kr/wd/179671,
번개장터,"• 적극적으로 주어진 업무를 수행하며 책임감 있게 완수하실 수 있는 분
• 원활한 커뮤니케이션 능력을 통해 타인과의 소통이 원활하신 분
• 다양한 배경의 팀원들과 원활하게 커뮤니케이션하여 공동의 목표 달성을 위한 협력 경험이 있으신 분
• 문제 해결 및 의사 결정 능력이 뛰어나신 분, 특히 인간관계나 팀 내 갈등 해결 경험을 보유하신 분
• 중고거래, 이커머스에 대한 이해가 높거나 관심이 많으신 분
• 통계적 사고 기반의 풍부한 A/B 테스트 경험을 보유하신 분
• 전사 지표 관리 및 도식화 경험이 있으신 분
• 연관 기술 키워드 : AWS Athena, Redshift, Google Analytics, Tableau, Redash, Bitbucket, Github, Jupyter, Airflow",서울.한국,https://www.wanted.co.kr/wd/179622,
CiT코칭연구소,"- 다양한 마케팅 캠페인 설계 및 실행 역량이 있는 분
- 데이터를 기반으로 논리적으로 사고 하실 수 있는 분
- 대중에게 코칭을 알릴 창의적인 마케팅 기획이 가능한 분
- 창의적, 혁신적, Fun을 추구하며 유연한 사고를 가지신 분
- 코칭에 대한 관심이 있는 분",서울.한국,https://www.wanted.co.kr/wd/179501,
비케이브,"[ 해당되신다면 더욱 좋아요 ] 

1) 온라인 쇼핑몰 및 멤버쉽 서비스 기반에서의 개인정보보호 관리 경험
2) 보안 관련 인증 자격증 보유 우대
3) 보안 관련 규정 작성 등의 업무 경험
4) 취약점 분석 및 정보보안 실태조사 대응 업무 경험 보유
5) 개인정보 Life Cycle 관리 경험",서울.한국,https://www.wanted.co.kr/wd/179472,
교원,"• 사업기획, 경영기획 직무 경력자
• 회계 및 테이터 분석, 사업기획 관련 자격증 보유자
• 오피스 Tool 활용 능력이 높은 자 경험",서울.한국,https://www.wanted.co.kr/wd/179442,"UX
앱 서버
프로젝트 관리
UX 기획"
당근마켓,"• 검색, 피드 등 유저의 발견 경험을 연관된 데이터를 활용해 개선해본 경험이 있으신 분
• 사용자 경험과 비즈니스 모두 고려한 의사결정을 경험해보신 분
• 당근마켓의 비전과 가치를 이해하고 서비스의 방향을 고민할 수 있는 분",서울.한국,https://www.wanted.co.kr/wd/179347,
머큐리프로젝트,"- AdTech Eco-System(DSP, SSP, DMP, Ad Exchanges, RTB, etc..)에 대한 이해가 있으신 분
- Google Tag Manager, Google Analytics, Campaign Manager 360 및 App Tracker에 등 디지털 데이터 생태계 이해가 있으신 분
- 디지털 마케팅에 활용되는 기반기술 전반(Web, App, Machine Learning, etc..)에 대한 관심과 이해를 가지신 분",서울.한국,https://www.wanted.co.kr/wd/179099,
우아한청년들,"- 데이터 분석 관련 전공을 이수하신 분
- 데이터 시각화 툴(Tableau, Redash) 활용 경험을 보유하신 분
- IT 플랫폼, 유통/물류, 커머스 등 유관 업종에서의 업무 경력과 비즈니스 이해도가 있으신 분
- 사업 운영/관리 관련 실무를 2년 이상 경험하신 분",서울.한국,https://www.wanted.co.kr/wd/178985,
크래프톤(Krafton),"• 프로덕트뿐만 아니라 크리에이터 생태계를 구축하는 일에 대한 관심과 도전 정신
• SaaS 및 Tool 속성의 프로덕트를 기획해 본 경험
• 스타트업 및 IT 기업에서의 프로덕트 출시 및 개선을 위한 이터레이션 경험
• Generative AI 및 최신 기술 트렌드에 민감하신 분  
• 게임을 좋아하고 즐겨하시는 분 (저희가 만들고 있는 프로덕트는 게임은 아닙니다.)
• 직접 디지털 콘텐츠를 제작해 본 경험",서울.한국,https://www.wanted.co.kr/wd/178847,
쏘카(SOCAR),"[이런 분이면 더욱 좋습니다]
• 모빌리티 시장과 플랫폼 비즈니스 경험 및 경력이 있는 분
• O2O 서비스, 스타트업 도메인의 신규 서비스 런칭 및 운영을 모두 경험한 분
• 데이터 분석 툴 중 1개 이상 원활히 다루는 분 (태블로, 구글 애널리틱스, 파이어베이스, 빅쿼리, MySQL, 엑셀 등)

[이런 분이 쏘카에 합류한다면!]
• 쏘카에 대한 경험이 풍부하다면, 즉시 전력으로 활약할 수 있어요.
‍• 쏘카를 이제 막 경험하기 시작했다면, 쏘카가 아직 생소한 유저들의 불편과 기대를 가장 잘 이해하고 제품을 개선할 수 있어요.
• ‍데이터를 통해 제품을 성장시킨 경험이 있다면, 쏘카의 열정 가득한 데이터 분석가들과 함께 혼자보다 더 멋진 성취를 만들어낼 수 있어요.
• ‍온라인에서 오프라인 그리고 다시 오프라인에서 온라인으로 이어지는 종합적인 경험을 설계하는 O2O의 매력에 빠진 분이라면, 쏘카에 합류하여 그 매력에서 헤엄칠 수 있어요!

[동료의 한마디]
‍• ""온보딩도 동료사이도 걱정말아요. 따뜻한 야생마들과 정다운 중재자들이 모인 팀에서 같이 달리며 최고의 쏘카 앱서비스를 만들어보아요!""
‍• ""로지컬 띵킹 양성소! 사용자 입장에서 정말 이게 좋은지, 운영/사업에서 중요한 포인트가 사용자에게 잘 전달되는지에 대한 질문이 끊이지 않아요.""
‍• ""어떻게 더 좋게 일할 수 있을까 함께 고민하고 필요한 규칙을 같이 만들어나가요.""
‍• ""프로덕트 매니저로서 한 단계 성숙하고 두 단계 성장하며 숨겨왔던 나의 능력을 활짝 펼치고 싶다면 여기로 지원해주세요!""

[미래의 쏘팸이 되기 위한 과정]
‍• 서류 지원  1차(직무) 인터뷰  2차(컬쳐 핏) 인터뷰
   ‍• 서류 지원 시 ▷지원동기◁와 ▷포트폴리오(문제-해결-성취)◁를 반드시 첨부 바랍니다.
   ‍• 후보자 분들의 더 나은 이동을 위해 인터뷰 시 쏘카 및 타다 쿠폰을 드립니다.

[지원하시기 전에 꼭 읽어 주세요!]
‍• 각 전형 결과는 지원 시 기재해주신 이메일 주소로 안내 드릴 예정입니다.
‍• 채용 관련 문의는 talent@socar.kr으로 보내주시기 바랍니다.
‍• 제출해주신 지원서 내용 중 허위 사실이 있는 경우 합격이 취소될 수 있습니다.
‍• 해당 공고는 수시 채용으로, 채용 완료 시 조기 마감 될 수 있습니다.
‍• 국가유공자 및 장애인 등 취업 보호 대상자는 관계 법령에 따라 우대합니다.",서울.한국,https://www.wanted.co.kr/wd/178816,
퓨처플레이(FuturePlay),"• 이학,자연,공학계열 전공자
• 해외 체류 경험. 다양한 문화권을 경험해보신 분
• 스타트업 생태계와 VC에 대한 관심과 이해도가 높으신 분
• IBD / M&A / PE / VC / 컨설팅 또는 국내/외 유수기업 전략기획 2년 이상 업무 경력자

[태도 및 역량]
• 다양한 기술 및 산업 분야에 대해 빠르게 학습하는 능력
• 논리/분석적 사고에 근거한 문제해결 역량, 기획력
• 강한 책임감, 실행력, 주도적인 업무 처리 역량
• 적극적인 아이디어 개진, 열린 태도, 협업, 커뮤니케이션 능력",서울.한국,https://www.wanted.co.kr/wd/178787,
하이브(HYBE),"[선호 자격요건]
•K-POP 및 음악 산업에 대한 관심과 이해도가 높은 분
•틱톡, 유튜브, 인스타그램 등 디지털 플랫폼 채널에 대한 실제 운영 경험을 보유한 분 
•문서 작성 능력이 탁월하신 분",서울.한국,https://www.wanted.co.kr/wd/178375,
위메이드(WEMADE),"• 다양한 데이터 기반의 의사결정을 통해 비즈니스 문제해결 성공 경험 있으신 분
• 로그 수준의 데이터를 가공하여 분석 결과물까지 도출한 경험 있으신 분
• 관련 분야 재직 이력 또는 학위 (전산, 통계, 머신러닝, 수학, 알고리즘 등 ) 소유하신 분",경기.한국,https://www.wanted.co.kr/wd/178339,
위메이드(WEMADE),"• 데이터 분석 실무 경력 3년 이상이신 분
• 다양한 데이터 기반의 의사결정을 통해 비즈니스 문제해결 성공 경험 있으신 분
• 로그 수준의 데이터를 가공하여 분석 결과물까지 도출한 경험 있으신 분
• 관련 분야 재직 이력 또는 학위 (전산, 통계, 머신러닝, 수학, 알고리즘 등 ) 소유하신 분",경기.한국,https://www.wanted.co.kr/wd/178338,
몬드리안에이아이,"• 관련 학과 전공자로서 IT에 대한 이해 보유자
• 데이터 분석, 머신러닝/딥러닝 및 인공지능 관련 석사 이상 학위 소지자
• 데이터 거버넌스, 데이터 정제, 빅데이터 관련 기술 이해 보유자
• IT 컨설팅 경험 보유자
• 영어 회화 및 영문 보고서 작성 가능자
• 정부지원 사업, 해외 컨설팅 혹은 ODA 사업 수행 경험자",서울.한국,https://www.wanted.co.kr/wd/177962,
데이터라이즈,"• 이커머스 분석 경험이 있으신 분
• 아래와 같이 다양한 프로세스를 경험해 보신 분
    - 분석 결과물의 일반화 된 서비스
    - 데이터 관련 요구사항의 서비스
    - 커뮤니케이션을 통한 요구사항 수집 -＞ 요구사항 분석 -＞  서비스 설계 -＞  서비스 -＞ 트러블 슈팅 경험
• DW 설계를 경험해 보신 분
    - 여러 소스에서 수집된 데이터를 모델링하여, 비즈니스와 연관된 단일 테이블로 구축
    - 구축된 테이블을 바탕으로 서로 다른 비즈니스 사용자에게 빠르게 사용할 수 있도록 테이블 설계
    - 안정적이고 표준화된 테이블 구축",서울.한국,https://www.wanted.co.kr/wd/177600,"Python
R
SQL"
더블유게임즈,"- 데이터 관련 학과(통계학, 전산학, 컴퓨터 공학 등)를 전공하신 분
- 통계 분석, 데이터마이닝 등 유관 업무를 경험하신 분
- 그로스 / CRM / 디지털 퍼포먼스 마케팅 인사이트와 액션 아이템을 찾고 비지니스를 성장시킨 경험이 있으신 분
- 실제로 진행한 그로스 액션에 대한 포트폴리오 제출이 가능하신 분",서울.한국,https://www.wanted.co.kr/wd/177482,"M&A
투자"
쏘카(SOCAR),"[이런 분이면 더욱 좋습니다]
• EV 인프라에 대한 이해도가 높은 분
• SQL, 빅쿼리 툴을 이용해 데이터를 분석할 수 있는 분
• 데이터 시각화(Tableau 등)툴을 활용할 수 있는 분
• 전기차 관련 국책 과제 및 실증 사업 경험이 있는 분
• 전기차 충전 Biz. 사업 경력이 있는 분

[동료의 한마디]
• ‍""전기차 시대입니다! 온 세상이 주목하는 지속가능한 미래를 함께 만들어가요.""
‍• ""전기차를 소유만 하고 있어도 돈을 벌어요! 탄소배출권 사업부터 V2G 사업까지 전기차 시대를 리드하고 싶다면 지원하세요.""
‍• ""전기차는 움직이는 발전소이자 에너지 저장장치예요! 카셰어링에서 에너지 솔루션까지 쏘카의 핵심 미래 전략을 함께 해요.""

[미래의 쏘팸이 되기 위한 과정]
• ‍서류 지원 ▷ 전화 인터뷰 ▷ 1차(직무) 인터뷰 ▷ 2차(컬쳐 핏) 인터뷰
   • ‍후보자분들의 더 나은 이동을 위해 인터뷰 시 쏘카 및 타다 쿠폰을 드립니다.",서울.한국,https://www.wanted.co.kr/wd/177435,
데브즈유나이티드게임즈,"- 법무(계약 등), 재무/회계 전공 또는 관련 경험이 풍부하신 분
- 해외 신규시장 진출 업무 경험이 있으신 분
- IT 및 VR/게임 컨텐츠 산업 경력이 있으신 분
- 해외 거주 경험이 있으신 분",서울.한국,https://www.wanted.co.kr/wd/177191,
페토바이오,"• 통계(데이터)분석 관련학과 석사학위 이상 소지자
• 의학통계 또는 빅데이터 분석 관련분야 3년 이상의 경험
• 의료데이터 (EMR, CDM 등) 전처리 및 분석 경험이 있으신 분
• 영어 능통자",서울.한국,https://www.wanted.co.kr/wd/177048,
엘에프푸드,"1) 사업개발, 신사업 전략, 신규사업 기획/런칭 경력자 우대
2) 비즈니스 영어 가능자 우대",서울.한국,https://www.wanted.co.kr/wd/176984,
당근마켓,"이런 분이면 더 좋아요!

• 커뮤니티 서비스에서 데이터를 활용해 실제 제품을 개선해본 경험이 있으신 분
• 당근마켓의 비전과 가치를 이해하고 서비스의 방향을 고민할 수 있는 분
• 프로덕트가 만들어지는 과정에 참여하고, 함께 성장할 수 있는 분
• 빠르게 성장하는 불확실한 환경에서 일하는 것을 즐기는 분

참고해 주세요

• 정규직 채용의 경우 3개월의 수습기간이 있어요
• 평가 결과에 따라 수습 기간이 연장되거나 채용이 취소될 수 있어요",서울.한국,https://www.wanted.co.kr/wd/176631,
여기어때컴퍼니,"- 전사 데이터 조직에서 필요한 업무에 대해 높은 이해와 커뮤니케이션 능력을 보유한 분 
- 데이터 파이프라인 관련 최신 기술에 대한 이해 뿐만이 아닌 비즈니스에 대한 이해도가 높은 분
- 이커머스/여행숙박 인더스트리에서 통계분석, AI 기반서비스구현 경험이 있는 분
- AWS 등의 Cloud 서비스에서 제공하는 도구와 데이터 분석에 필요한 언어 사용에 능숙하여고 과제를 추진하여 팀원들을 성장시킬 수 있는 분  
- 유연성, 추진력 및 신뢰성과 같은 좋은 태도와 함께 비즈니스에 대한 이해가 높은 분",서울.한국,https://www.wanted.co.kr/wd/176612,"Confluence
JIRA
Python
Tableau"
여기어때컴퍼니,"- 데이터를 활용해 복잡한 문제를 해결하는데 능숙한 분
- Tableau 등과 같은 보고 도구 활용 능력 및 SQL, Python, R 등 분석 프로그램 활용에 능숙한 분
- 고객행동데이터 등 대용량 데이터 분석 및 활용 경험이 있는 분
- AB테스트, 행동로그설계, Product 데이터 분석에 능숙한 분 
- 통계, 데이터 사이언스, 컴퓨터 사이언스 관련 전공인 분",서울.한국,https://www.wanted.co.kr/wd/176607,"Confluence
JIRA
Python
Tableau"
모비데이즈(Mobidays),"• Salesforce 또는 Tableau 운영 경험이 있는 분
• 대용량 데이터 처리 및 분석 경험이 있는 분",서울.한국,https://www.wanted.co.kr/wd/176461,
네이션에이,"- 스타트업에서 빠른 의사결정 및 실행과 사업 성장 경험이 있으신 분
- 나의 일에 책임감을 가지고 끝까지 해내는 Grit 정신을 가지신 분
- 어려운 문제에 직면해도 Problem Solver 마인드셋으로 끝까지 문제를 해결하는 집념이 있는 분 
- SaaS 비즈니스에 관심이 있거나 서비스를 기획해본 경험이 있는 분 
- 프로덕트의 로드맵에 따라 우선순위를 결정하고 이를 실행할 수 있는 실행 능력을 갖춘 분
- AI 산업에 대한 이해도 및 경험이 있으신 분
- 새로운 기술, 시장, 미래 비즈니스에 관심도가 높으신 분
- A/B Test 혹은 데이터에 기반한 의사결정 프로세스에 대한 경험이 있으신 분
- 데이터 기반의 의사결정 및 문제 분석을 통해 단/장기적인 목표를 설정하여 프로세스의 성장을 이끌 경험이 있으신 분 
- 프로덕트 조직에서 스프린트&애자일 프로세스를 경험하신 분",서울.한국,https://www.wanted.co.kr/wd/176422,
펫프렌즈,"- E-Commerce 데이터 분석 경력
- Business 관련 부서(예. 마케팅, 영업, 기획)에서의 Data 분석 경험 및 business 전반에 대한 이해가 뛰어나신 분
- 스타트업 및 애자일 업무방식에 대한 경험",서울.한국,https://www.wanted.co.kr/wd/176101,
우아한형제들(배달의민족),"- Tableau, Redash 등의 툴을 활용해 대시보드를 구현해 본 경험이 있는 분
- 숫자 기반의 논리적 추론 결과를 바탕으로 사업과 기술 측면에서 효과적으로 소통할 수 있는 분
- 다양한 부서와 협업하며, 이해와 존중을 바탕으로 유연하게 커뮤니케이션이 가능한 분
- 일의 처리과정을 효율화하고, 체계적인 프로세스를 설계해 본 경험이 있는 분
- 사업, 프로덕트 실무 부서에서 데이터 분석 결과를 기반으로 실질적인 성과를 만들어 내본 경험이 있는 분 
- 업무적 성장을 위해 지속적인 노력을 기울이며, 팀과 함께 성장하고 싶은 분",서울.한국,https://www.wanted.co.kr/wd/176004,
클로인트,"• 온체인 탐정 또는 분석가 활동 경력
• 보안/Forensic 기업 근무 경력
• 보안/Forensic 분야 전공자 (BoB 등)
• 블록체인 및 암호화폐에 대한 전문성
• 취약점 탐지 자동화 도구 개발 또는 사용 경험
• Major 해킹 대회 입상 경험
• 영어 의사소통 및 문서 작성 능숙",서울.한국,https://www.wanted.co.kr/wd/174915,"Slack
MySQL
Google Analytics
Tableau
Figma
Notion"
콘센트릭스서비스코리아CATALYST,"• 데이터 통계 분석 관련 전공자(통계, 수학, 산업공학, 컴퓨터공학 등)
• GA Tagging에 대한 이해 가능한 분
• GCP Bigquery 활용 가능한 분
• Google DataStudio 운영 경험자
• Google ADH 사용 경험자 
• Oracle DMP 사용 경험자 
• 비즈니스 영어 가능한 분",서울.한국,https://www.wanted.co.kr/wd/174742,
콘센트릭스서비스코리아CATALYST,"• 데이터 통계 분석 관련 전공자(통계, 수학, 산업공학, 컴퓨터공학 등)
• 데이터 및 빅데이터 활용 프로젝트 수행 경험 보유자
• 분석과제를 수행하고 구체화하여 보고가 가능한 분
• 분석과제 체계화 및 시각화를 활용한 커뮤니케이션에 능한 분",서울.한국,https://www.wanted.co.kr/wd/174175,
